Address,City,State,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,City,State,County,Zip,Country,Source
"3712 KENNEDY BLVD.","Jersey City",NJ,40.756968,-74.045743,1,rooftop,3712,"Kennedy Blvd","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"3714 KENNEDY BLVD.","Jersey City",NJ,40.757125,-74.045794,1,rooftop,3714,"Kennedy Blvd","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"35 HAGUE ST.","Jersey City",NJ,40.756035,-74.044916,1,rooftop,35,"Hague St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"33 HAGUE ST.","Jersey City",NJ,40.756003,-74.044836,1,rooftop,33,"Hague St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"31 HAGUE ST.","Jersey City",NJ,40.755971,-74.044756,1,rooftop,31,"Hague St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"23 HAGUE ST.","Jersey City",NJ,40.755845,-74.044436,1,rooftop,23,"Hague St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"21 HAGUE ST.","Jersey City",NJ,40.755813,-74.044356,1,rooftop,21,"Hague St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"19 HAGUE ST.","Jersey City",NJ,40.755782,-74.044276,1,rooftop,19,"Hague St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"17 HAGUE ST.","Jersey City",NJ,40.755751,-74.044197,1,rooftop,17,"Hague St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"15 HAGUE ST.","Jersey City",NJ,40.755724,-74.044152,1,rooftop,15,"Hague St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"13 HAGUE ST.","Jersey City",NJ,40.755688,-74.044037,1,rooftop,13,"Hague St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"11 HAGUE ST.","Jersey City",NJ,40.755656,-74.043957,1,rooftop,11,"Hague St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"9 HAGUE ST.","Jersey City",NJ,40.755624,-74.043876,1,rooftop,9,"Hague St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"5 HAGUE ST.","Jersey City",NJ,40.755561,-74.043716,1,rooftop,5,"Hague St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"3 HAGUE ST.","Jersey City",NJ,40.755529,-74.043636,1,rooftop,3,"Hague St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"518 PATERSON PLANK RD.","Jersey City",NJ,40.75525,-74.043424,1,rooftop,518,"Paterson Plank Rd","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"516 PATERSON PLANK RD.","Jersey City",NJ,40.755179,-74.043405,1,rooftop,516,"Paterson Plank Rd","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"12 LEONARD ST.","Jersey City",NJ,40.755016,-74.043783,1,rooftop,12,"Leonard St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"14 LEONARD ST.","Jersey City",NJ,40.755048,-74.043863,1,rooftop,14,"Leonard St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"16 LEONARD ST.","Jersey City",NJ,40.755079,-74.043943,1,rooftop,16,"Leonard St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"18 LEONARD ST.","Jersey City",NJ,40.755111,-74.044023,1,rooftop,18,"Leonard St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"20 LEONARD ST.","Jersey City",NJ,40.755143,-74.044103,1,rooftop,20,"Leonard St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"22 LEONARD ST.","Jersey City",NJ,40.755174,-74.044183,1,rooftop,22,"Leonard St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"24 LEONARD ST.","Jersey City",NJ,40.755206,-74.044264,1,rooftop,24,"Leonard St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"26 LEONARD ST.","Jersey City",NJ,40.755237,-74.044344,1,rooftop,26,"Leonard St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"28 LEONARD ST.","Jersey City",NJ,40.755269,-74.044424,1,rooftop,28,"Leonard St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"30 LEONARD ST.","Jersey City",NJ,40.7553,-74.044504,1,rooftop,30,"Leonard St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"32 LEONARD ST.","Jersey City",NJ,40.755332,-74.044584,1,rooftop,32,"Leonard St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"34 LEONARD ST.","Jersey City",NJ,40.755364,-74.044664,1,rooftop,34,"Leonard St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"36 LEONARD ST.","Jersey City",NJ,40.755395,-74.044744,1,rooftop,36,"Leonard St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"38 LEONARD ST.","Jersey City",NJ,40.755427,-74.044824,1,rooftop,38,"Leonard St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"40 LEONARD ST.","Jersey City",NJ,40.755458,-74.044905,1,rooftop,40,"Leonard St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"42 LEONARD ST.","Jersey City",NJ,40.75549,-74.044985,1,rooftop,42,"Leonard St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"44 LEONARD ST.","Jersey City",NJ,40.755522,-74.045065,1,rooftop,44,"Leonard St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"46 LEONARD ST.","Jersey City",NJ,40.755553,-74.045145,1,rooftop,46,"Leonard St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"48 LEONARD ST.","Jersey City",NJ,40.755585,-74.045225,1,rooftop,48,"Leonard St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"50 LEONARD ST.","Jersey City",NJ,40.75562,-74.045314,1,rooftop,50,"Leonard St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"1188 SUMMIT AVE.","Jersey City",NJ,40.75579,-74.045511,1,rooftop,1188,"Summit Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"1192 SUMMIT AVE.","Jersey City",NJ,40.755912,-74.045427,1,rooftop,1192,"Summit Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"1196 SUMMIT AVE.","Jersey City",NJ,40.756033,-74.045343,1,rooftop,1196,"Summit Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"43 LEONARD ST","Jersey City",NJ,40.755339,-74.045189,1,rooftop,43,"Leonard St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"41 LEONARD ST","Jersey City",NJ,40.755307,-74.045109,1,rooftop,41,"Leonard St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"39 LEONARD ST.","Jersey City",NJ,40.755276,-74.045029,1,rooftop,39,"Leonard St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"37 LEONARD STREET","Jersey City",NJ,40.755244,-74.044949,1,rooftop,37,"Leonard St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"35 LEONARD ST.","Jersey City",NJ,40.755212,-74.044869,1,rooftop,35,"Leonard St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"31 LEONARD ST.","Jersey City",NJ,40.755177,-74.04478,1,rooftop,31,"Leonard St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"29 LEONARD ST.","Jersey City",NJ,40.755138,-74.04468,1,rooftop,29,"Leonard St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"27 LEONARD ST.","Jersey City",NJ,40.755102,-74.04459,1,rooftop,27,"Leonard St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"25 LEONARD ST.","Jersey City",NJ,40.755071,-74.04451,1,rooftop,25,"Leonard St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"23 LEONARD ST.","Jersey City",NJ,40.755039,-74.04443,1,rooftop,23,"Leonard St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"21 LEONARD ST.","Jersey City",NJ,40.755008,-74.04435,1,rooftop,21,"Leonard St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"19 LEONARD ST.","Jersey City",NJ,40.754976,-74.04427,1,rooftop,19,"Leonard St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"17 LEONARD ST.","Jersey City",NJ,40.754945,-74.044189,1,rooftop,17,"Leonard St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"13 LEONARD ST.","Jersey City",NJ,40.754881,-74.044029,1,rooftop,13,"Leonard St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"11 LEONARD ST.","Jersey City",NJ,40.75485,-74.043949,1,rooftop,11,"Leonard St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"9 LEONARD ST.","Jersey City",NJ,40.754818,-74.043869,1,rooftop,9,"Leonard St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"22 GRACE ST.","Jersey City",NJ,40.754399,-74.044258,1,rooftop,22,"Grace St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"26 GRACE ST.","Jersey City",NJ,40.754463,-74.044418,1,rooftop,26,"Grace St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"28 GRACE ST.","Jersey City",NJ,40.754495,-74.044497,1,rooftop,28,"Grace St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"30 GRACE ST.","Jersey City",NJ,40.754527,-74.044577,1,rooftop,30,"Grace St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"32 GRACE ST.","Jersey City",NJ,40.754558,-74.044657,1,rooftop,32,"Grace St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"36 GRACE ST.","Jersey City",NJ,40.754622,-74.044817,1,rooftop,36,"Grace St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"38 GRACE ST.","Jersey City",NJ,40.754654,-74.044897,1,rooftop,38,"Grace St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"44 GRACE STREET","Jersey City",NJ,40.754736,-74.045103,1,rooftop,44,"Grace St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"46 GRACE STREET","Jersey City",NJ,40.754765,-74.045175,1,rooftop,46,"Grace St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"48 GRACE STREET","Jersey City",NJ,40.754797,-74.045255,1,rooftop,48,"Grace St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"52 GRACE ST.","Jersey City",NJ,40.754859,-74.045411,1,rooftop,52,"Grace St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"54 GRACE ST.","Jersey City",NJ,40.754889,-74.045485,1,rooftop,54,"Grace St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"56 GRACE ST.","Jersey City",NJ,40.754922,-74.045568,1,rooftop,56,"Grace St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"58 GRACE ST.","Jersey City",NJ,40.754957,-74.045654,1,rooftop,58,"Grace St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"1172 SUMMIT AVE.","Jersey City",NJ,40.755161,-74.045946,1,rooftop,1172,"Summit Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"1174 SUMMIT AVE.","Jersey City",NJ,40.755222,-74.045904,1,rooftop,1174,"Summit Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"1176 SUMMIT AVE.","Jersey City",NJ,40.755282,-74.045862,1,rooftop,1176,"Summit Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"1178 SUMMIT AVE.","Jersey City",NJ,40.755343,-74.04582,1,rooftop,1178,"Summit Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"1182 SUMMIT AVE.","Jersey City",NJ,40.755425,-74.045595,1,rooftop,1182,"Summit Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"1179 SUMMIT AVE.","Jersey City",NJ,40.7555,-74.046017,1,rooftop,1179,"Summit Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"1177 SUMMIT AVE.","Jersey City",NJ,40.75544,-74.046059,1,rooftop,1177,"Summit Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"1173 SUMMIT AVE.","Jersey City",NJ,40.755318,-74.046143,1,rooftop,1173,"Summit Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"1171 SUMMIT AVENUE","Jersey City",NJ,40.755242,-74.0462,1,rooftop,1171,"Summit Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"74 GRACE ST.","Jersey City",NJ,40.755281,-74.046468,1,rooftop,74,"Grace St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"53 HAGUE ST.","Jersey City",NJ,40.756382,-74.045837,1,rooftop,53,"Hague St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"1197 SUMMIT AVE.","Jersey City",NJ,40.75618,-74.045548,1,rooftop,1197,"Summit Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"1187 SUMMIT AVE.","Jersey City",NJ,40.755885,-74.045751,1,rooftop,1187,"Summit Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"66 LEONARD ST.","Jersey City",NJ,40.755944,-74.046137,1,rooftop,66,"Leonard St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"68 LEONARD ST.","Jersey City",NJ,40.755975,-74.046215,1,rooftop,68,"Leonard St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"3686 KENNEDY BLVD.","Jersey City",NJ,40.756175,-74.046292,1,rooftop,3686,"Kennedy Blvd","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"3688 KENNEDY BLVD.","Jersey City",NJ,40.756236,-74.04625,1,rooftop,3688,"Kennedy Blvd","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"325 TERRACE AVE.","Jersey City",NJ,40.757386,-74.053182,1,rooftop,325,"Terrace Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"323 TERRACE AVE.","Jersey City",NJ,40.757285,-74.05316,1,rooftop,323,"Terrace Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"321 TERRACE AVE.","Jersey City",NJ,40.757223,-74.053201,1,rooftop,321,"Terrace Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"319 TERRACE AVE","Jersey City",NJ,40.757162,-74.053241,1,rooftop,319,"Terrace Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"317 TERRACE AVE.","Jersey City",NJ,40.757101,-74.053282,1,rooftop,317,"Terrace Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"315 TERRACE AVE.","Jersey City",NJ,40.757039,-74.053322,1,rooftop,315,"Terrace Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"313 TERRACE AVE.","Jersey City",NJ,40.756978,-74.053363,1,rooftop,313,"Terrace Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"311 TERRACE AVE.","Jersey City",NJ,40.756917,-74.053403,1,rooftop,311,"Terrace Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"309 TERRACE AVE.","Jersey City",NJ,40.756855,-74.053443,1,rooftop,309,"Terrace Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"307 TERRACE AVE.","Jersey City",NJ,40.756794,-74.053484,1,rooftop,307,"Terrace Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"305 TERRACE AVE.","Jersey City",NJ,40.756733,-74.053524,1,rooftop,305,"Terrace Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"303 TERRACE AVE.","Jersey City",NJ,40.756671,-74.053565,1,rooftop,303,"Terrace Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"301 TERRACE AVE","Jersey City",NJ,40.75661,-74.053605,1,rooftop,301,"Terrace Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"299 TERRACE AVE.","Jersey City",NJ,40.756549,-74.053646,1,rooftop,299,"Terrace Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"297 TERRACE AVE.","Jersey City",NJ,40.756493,-74.053683,1,rooftop,297,"Terrace Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"295 TERRACE AVE.","Jersey City",NJ,40.756443,-74.053716,1,rooftop,295,"Terrace Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"293 TERRACE AVE.","Jersey City",NJ,40.756388,-74.053752,1,rooftop,293,"Terrace Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"291 TERRACE AVE.","Jersey City",NJ,40.756326,-74.053792,1,rooftop,291,"Terrace Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"289 TERRACE AVE.","Jersey City",NJ,40.756265,-74.053833,1,rooftop,289,"Terrace Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"285 TERRACE AVE.","Jersey City",NJ,40.756142,-74.053914,1,rooftop,285,"Terrace Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"283 TERRACE AVE.","Jersey City",NJ,40.756097,-74.054034,1,rooftop,283,"Terrace Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"292 NORTH ST.","Jersey City",NJ,40.756201,-74.054297,1,rooftop,292,"North St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"282 NORTH ST.","Jersey City",NJ,40.75603,-74.053677,1,rooftop,282,"North St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"292 TERRACE AVE.","Jersey City",NJ,40.756234,-74.053549,1,rooftop,292,"Terrace Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"294 TERRACE AVE.","Jersey City",NJ,40.756292,-74.053511,1,rooftop,294,"Terrace Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"296 TERRACE AVE.","Jersey City",NJ,40.756347,-74.053474,1,rooftop,296,"Terrace Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"298 TERRACE AVE.","Jersey City",NJ,40.756399,-74.05344,1,rooftop,298,"Terrace Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"300 TERRACE AVENUE","Jersey City",NJ,40.756455,-74.053404,1,rooftop,300,"Terrace Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"302 TERRACE AVE.","Jersey City",NJ,40.756516,-74.053363,1,rooftop,302,"Terrace Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"304 TERRACE AVE.","Jersey City",NJ,40.756577,-74.053323,1,rooftop,304,"Terrace Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"306 TERRACE AVE.","Jersey City",NJ,40.756639,-74.053282,1,rooftop,306,"Terrace Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"308 TERRACE AVE.","Jersey City",NJ,40.7567,-74.053242,1,rooftop,308,"Terrace Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"310 TERRACE AVE.","Jersey City",NJ,40.756761,-74.053202,1,rooftop,310,"Terrace Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"312 TERRACE AVE.","Jersey City",NJ,40.756823,-74.053161,1,rooftop,312,"Terrace Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"314 TERRACE AVE.","Jersey City",NJ,40.756884,-74.053121,1,rooftop,314,"Terrace Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"316 TERRACE AVE.","Jersey City",NJ,40.756946,-74.05308,1,rooftop,316,"Terrace Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"318 TERRACE AVE.","Jersey City",NJ,40.757007,-74.05304,1,rooftop,318,"Terrace Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"320 TERRACE AVE.","Jersey City",NJ,40.757068,-74.053,1,rooftop,320,"Terrace Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
